Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Flow Byts/s,Flow Pkts/s,Pkt Len Min,Pkt Len Max,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt
63350,17,1719672055.7906754,0.01273655891418457,0,9,0,5621,0.0,0.0,64,1292,0,0,0,0,0,0,0,0
63350,17,1719672055.7906754,0.01273655891418457,0,10,0,5684,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
443,17,1719672055.7906754,0.3720738887786865,0,6,0,4477,0.0,0.0,120,1292,0,0,0,0,0,0,0,0
443,17,1719672055.7957618,0.37716031074523926,0,7,0,4550,0.0,0.0,73,1292,0,0,0,0,0,0,0,0
443,17,1719672055.7957618,0.37716031074523926,0,8,0,4623,0.0,0.0,73,1292,0,0,0,0,0,0,0,0
443,17,1719672055.7957618,0.37716031074523926,0,9,0,4700,0.0,0.0,73,1292,0,0,0,0,0,0,0,0
443,17,1719672055.7978873,0.3792858123779297,0,10,0,5250,0.0,0.0,73,1292,0,0,0,0,0,0,0,0
49828,17,1719672055.8180501,0.12408232688903809,0,9,0,5210,0.0,0.0,66,1292,0,0,0,0,0,0,0,0
443,17,1719672055.8227627,0.16050195693969727,0,8,0,4981,0.0,0.0,73,1292,0,0,0,0,0,0,0,0
443,17,1719672055.8227627,0.16050195693969727,0,9,0,5053,0.0,0.0,72,1292,0,0,0,0,0,0,0,0
443,17,1719672055.8227627,0.16050195693969727,0,10,0,5131,0.0,0.0,72,1292,0,0,0,0,0,0,0,0
49828,17,1719672055.8277848,0.13381695747375488,0,10,0,5273,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
49828,17,1719672055.827959,0.13399124145507812,0,11,0,5338,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
443,17,1719672055.8395312,0.17727041244506836,0,11,0,5205,0.0,0.0,72,1292,0,0,0,0,0,0,0,0
49828,17,1719672055.8480694,0.15410161018371582,0,12,0,5404,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
63350,17,1719672056.128107,0.35016822814941406,0,11,0,5847,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
63350,17,1719672056.1399899,0.36205101013183594,0,12,0,5914,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
63350,17,1719672056.1399899,0.36205101013183594,0,13,0,5985,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
63350,17,1719672056.1399899,0.36205101013183594,0,14,0,6801,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
443,17,1719672056.1482432,0.7296416759490967,0,11,0,5324,0.0,0.0,73,1292,0,0,0,0,0,0,0,0
443,17,1719672056.1482432,0.7296416759490967,0,12,0,5401,0.0,0.0,73,1292,0,0,0,0,0,0,0,0
443,17,1719672056.1523314,0.7337298393249512,0,13,0,5473,0.0,0.0,72,1292,0,0,0,0,0,0,0,0
443,17,1719672056.1579812,0.7393796443939209,0,14,0,5551,0.0,0.0,72,1292,0,0,0,0,0,0,0,0
63350,17,1719672056.1579812,0.38004231452941895,0,15,0,6864,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
443,17,1719672056.1684322,10.00686264038086,0,8,0,1000,0.0,0.0,75,226,0,0,0,0,0,0,0,0
443,17,1719672056.1897612,0.7711596488952637,0,15,0,5625,0.0,0.0,72,1292,0,0,0,0,0,0,0,0
57476,17,1719672056.2044973,10.016309976577759,0,8,0,961,0.0,0.0,68,406,0,0,0,0,0,0,0,0
443,17,1719672056.2204046,10.05883502960205,0,9,0,1075,0.0,0.0,75,226,0,0,0,0,0,0,0,0
57476,17,1719672056.248161,10.05997371673584,0,9,0,1076,0.0,0.0,68,406,0,0,0,0,0,0,0,0
443,17,1719672056.248161,10.086591482162476,0,10,0,1155,0.0,0.0,75,226,0,0,0,0,0,0,0,0
52192,6,1719672056.2525766,10.00197720527649,5,0,685,0,68.48645882122506,0.499901159279015,54,179,0,0,0,4,5,0,0,0
52185,6,1719672056.2583342,10.007734775543213,6,0,864,0,86.33322318967058,0.5995362721504901,54,179,0,0,0,5,6,0,0,0
52174,6,1719672056.2685735,10.009597063064575,2,0,284,0,28.372770473245154,0.19980824276933207,142,142,0,0,0,2,2,0,0,0
443,17,1719672056.278083,10.11651349067688,0,11,0,1318,0.0,0.0,75,226,0,0,0,0,0,0,0,0
57476,17,1719672056.278427,10.090239524841309,0,10,0,1144,0.0,0.0,68,406,0,0,0,0,0,0,0,0
443,6,1719672056.2999523,10.008847713470459,5,0,313,0,31.27233113745425,0.49955800539064293,54,97,0,0,0,1,5,0,0,0
443,6,1719672056.308556,10.017451524734497,6,0,367,0,36.63606448145273,0.5989547326668021,54,97,0,0,0,1,6,0,0,0
57476,17,1719672056.308556,10.120368719100952,0,11,0,1218,0.0,0.0,68,406,0,0,0,0,0,0,0,0
4070,6,1719672056.3180306,10.010031700134277,2,0,108,0,10.789176621543692,0.19979956706562393,54,54,0,0,0,0,2,0,0,0
443,17,1719672056.3183901,10.15682053565979,0,12,0,1393,0.0,0.0,75,226,0,0,0,0,0,0,0,0
57476,17,1719672056.3581405,10.169953107833862,0,12,0,1600,0.0,0.0,68,406,0,0,0,0,0,0,0,0
443,17,1719672056.3581405,10.196570873260498,0,13,0,1473,0.0,0.0,75,226,0,0,0,0,0,0,0,0
57476,17,1719672056.3981957,10.210008382797241,0,13,0,1668,0.0,0.0,68,406,0,0,0,0,0,0,0,0
63350,17,1719672056.4990523,0.7211134433746338,0,16,0,6929,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
63350,17,1719672056.5284407,0.7505018711090088,0,17,0,6995,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
53,17,1719672060.0529323,15.14794135093689,0,6,0,511,0.0,0.0,75,92,0,0,0,0,0,0,0,0
53,17,1719672060.0584037,15.153412818908691,0,7,0,594,0.0,0.0,75,92,0,0,0,0,0,0,0,0
60502,17,1719672060.0681257,15.154330253601074,0,6,0,962,0.0,0.0,91,300,0,0,0,0,0,0,0,0
53017,17,1719672060.0782967,15.164149522781372,0,7,0,1163,0.0,0.0,91,300,0,0,0,0,0,0,0,0
443,17,1719672060.0782967,0.0,0,1,0,1292,0,0,1292,1292,0,0,0,0,0,0,0,0
443,17,1719672060.1282597,0.04996299743652344,0,2,0,2584,0.0,0.0,1292,1292,0,0,0,0,0,0,0,0
63004,17,1719672060.138911,0.0,0,1,0,1292,0,0,1292,1292,0,0,0,0,0,0,0,0
443,6,1719672060.1399922,0.0,1,0,54,0,0,0,54,54,1,0,0,0,1,0,0,0
443,6,1719672060.1435828,14.859468460083008,2,0,201,0,13.526728801904747,0.13459431643686315,55,146,0,0,0,1,2,0,0,0
443,6,1719672060.1451771,14.86106276512146,3,0,286,0,19.2449224204365,0.20186981559898423,55,146,0,0,0,2,3,0,0,0
443,6,1719672060.1582828,14.874168395996094,4,0,1211,0,81.41631637880228,0.26892259745269126,55,925,0,0,0,3,4,0,0,0
443,6,1719672060.1582828,14.874168395996094,5,0,1809,0,121.62024469797963,0.33615324681586406,55,925,0,0,0,4,5,0,0,0
63004,17,1719672060.1582828,0.020112276077270508,0,2,0,2584,0.0,0.0,1292,1292,0,0,0,0,0,0,0,0
443,17,1719672060.1689837,0.09068703651428223,0,3,0,3876,0.0,0.0,1292,1292,0,0,0,0,0,0,0,0
443,17,1719672060.1689837,0.09068703651428223,0,4,0,4081,0.0,0.0,205,1292,0,0,0,0,0,0,0,0
52302,6,1719672060.1689837,14.860418796539307,2,0,120,0,8.075142540931996,0.13458570901553327,54,66,0,0,0,0,2,0,0,0
52302,6,1719672060.1781888,14.869623899459839,3,0,174,0,11.701708205701209,0.2017535897534691,54,66,0,0,0,0,3,0,0,0
52302,6,1719672060.1781888,14.869623899459839,4,0,228,0,15.333272821263654,0.2690047863379588,54,66,0,0,0,0,4,0,0,0
52286,6,1719672060.1781888,0.0,1,0,54,0,0,0,54,54,1,0,0,0,1,0,0,0
52302,6,1719672060.1879427,14.879377841949463,5,0,313,0,21.03582578013164,0.3360355555931572,54,85,0,0,0,1,5,0,0,0
52302,6,1719672060.1879427,14.879377841949463,6,0,367,0,24.665009780537737,0.40324266671178866,54,85,0,0,0,1,6,0,0,0
443,6,1719672060.1929681,0.05297589302062988,2,0,108,0,2038.663132265512,37.753020967879856,54,54,1,0,0,0,2,0,0,0
63004,17,1719672060.1982033,0.06003284454345703,0,3,0,3144,0.0,0.0,560,1292,0,0,0,0,0,0,0,0
63004,17,1719672060.2079837,0.06981325149536133,0,4,0,3307,0.0,0.0,163,1292,0,0,0,0,0,0,0,0
443,17,1719672060.2182915,0.13999485969543457,0,5,0,4154,0.0,0.0,73,1292,0,0,0,0,0,0,0,0
63004,17,1719672060.2182915,0.08012104034423828,0,5,0,3373,0.0,0.0,66,1292,0,0,0,0,0,0,0,0
443,6,1719672060.2323616,14.948247194290161,6,0,1863,0,124.62999680066953,0.4013848528201917,54,925,0,0,0,4,6,0,0,0
52302,6,1719672060.237885,14.929320096969604,7,0,672,0,45.0120967087044,0.46887600738233753,54,305,0,0,0,2,7,0,0,0
443,6,1719672060.237885,14.953770637512207,7,0,1956,0,130.80312968645418,0.46810935981859886,54,925,0,0,0,5,7,0,0,0
52302,6,1719672060.2712097,14.962644815444946,8,0,726,0,48.520833646375024,0.5346648335688708,54,305,0,0,0,2,8,0,0,0
443,17,1719672060.9003146,14.497414350509644,0,25,0,6512,0.0,0.0,71,1292,0,0,0,0,0,0,0,0
60861,17,1719672060.932432,14.544314861297607,0,27,0,5865,0.0,0.0,63,1292,0,0,0,0,0,0,0,0
443,6,1719672061.7179039,0.0,1,0,55,0,0,0,55,55,0,0,0,0,1,0,0,0
65400,6,1719672061.7507074,0.0,1,0,66,0,0,0,66,66,0,0,0,0,1,0,0,0
